Place_1,Place_2,Name,Latitude,Longitude,Rating,Vicinity,Place_id,Open_Status,Phone_number,Dept,no_of_beds
,,Sreelatha Hospital,17.011116,81.771739,4.8,12-21-4Aryapuram,114,UNKNOWN,9397905700,"urology,pulmonology,dental,public health,general surgery,specialty,adolescent,allergy,accident,",83
,,Chakradhar Hospitals,16.999436,81.795583,3.7,"D.NO.85-6-24/1,R.T.C.COMPLEX ROAD, V.L.PURAM JNRAJAHMUNDRY",115,UNKNOWN,9618089455,"specialty,orthopaedics,urology,ophthalmology,",62
,,Life Line Emergency Neuro and Trauma Hospital,16.970328,82.238687,4.5,"70-1-31/3,RAMANAYYAPETA,N.F.C.L.ROAD,KAKINADA",116,UNKNOWN,9293783153,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",80
,,Siddhartha Hospital,16.947287,82.23181600000002,5.0,"34-1-20, TEMPLE STREET, KAKINADA-533001",117,UNKNOWN,9573777489,"urology,plastic,cardiology,nephrology,dental,accident,",43
,,Dr.KVR HOSPITAL,16.905231,82.000476,4.6,"6-18,MAIN ROAD,RAYAVARAM,EAST GODAVARI DIST,PIN: 533 346.",118,UNKNOWN,9492435810,,99
,,TRUST HOSPITAL A UNIT OF SARVOTTAM HEALTH CARE PVT LTD,16.995628,82.241029,2.9,"3-29,GAIGOLUPADU ROADPAVARAM JUNCTION,NEAR NTR STATUE533005",119,UNKNOWN,9000734555,"urology,orthopaedics,public health,specialty,adolescent,ophthalmology,",58
,,ARUNA HOSPITAL,16.9698,82.223447,3.1,8-19-4/5,120,UNKNOWN,7680000185,"urology,plastic,neurology,plastic surgery,cardiology,dental,gynecology,general surgery,nephrology,pediatrics,ophthalmology,neurosurgery,gastroenterology,",66
,,CHANAKYA HOSPITAL,16.910548000000002,82.000803,4.6,6-256,121,UNKNOWN,9849818717,"vascular surgery,internal medicine,maxillo-facial surgery,physical medicine and rehabilitation,microbiology,accident,plastic surgery,cardiology,orthopaedics,paediatrics,general surgery,specialty,urology,plastic,nephrology,endocrinology,psychiatry,rheumatology,pulmonology,respiratory medicine,oncology,dermatology,",12
,,RAMYA HOSPITALS,16.96504,82.223804,3.4,9-11-130,122,UNKNOWN,9494049999,"specialty,adolescent,public health,",26
,,INODAYA HOSPITALS A UNIT OF GODAVARTHY NARASIMHA MURTHY HEALTHCARE PVT LTD,16.984725,82.242223,2.8,70-7-7/11,123,UNKNOWN,9848403304,"radiology,neurosurgery,cardiology,orthopaedics,paediatrics,gynecology,specialty,medical oncology,surgical oncology,gastroenterology,urology,neurology,nephrology,pediatrics,endocrinology,psychiatry,dietetics,oncology,neonatology,dermatology,ophthalmology,",49
,,YASHVEDHHEALTHCARESERVICES,16.994355,82.238282,4.7,69-18-2/1,124,UNKNOWN,7799440333,"urology,medical research,orthopaedics,pathology,dental,specialty,palliative care,ophthalmology,accident,",78
,,SRINIDHI HOSPITALS VN NURSING HOME,16.574303,82.002142,3.3,3-2-117/E,125,UNKNOWN,9963369666,,86
,,TAPANI HOSPITAL,17.010367000000002,81.771277,4.9,2004-11-11 00:00:00,126,UNKNOWN,8008325689,"pathology,sports medicine,vascular surgery,internal medicine,hematology,cardiovascular surgery,radiology,laboratory medicine,microbiology,neurosurgery,cardiothoracic surgery,pharmacology,accident,radiation oncology,plastic surgery,cardiology,orthopaedics,paediatrics,gynecology,general surgery,specialty,adolescent,medical oncology,surgical oncology,transplant surgery,infectious diseases,gastroenterology,urology,hepatology,podiatric surgery,plastic,neurology,immunology,orthopedic surgery,interventional radiology,anesthesiology,nephrology,emergency medicine,dental,pediatrics,allergy,endocrinology,oral and maxillofacial surgery,thoracic surgery,rheumatology,psychiatry,pulmonology,paediatric surgery,respiratory medicine,clinical neurophysiology,dietetics,infectious disease,palliative care,oncology,neonatology,dermatology,ophthalmology,neuroradiology,nuclear medicine,",48
,,7 STAR SUPER SPECIALITY HOSPITAL,16.955791,82.234503,4.8,"20-01-61,",127,UNKNOWN,8333814239,,62
,,Swatantra HospitalsM.S Pvt Ltd,17.014131,81.777474,4.6,RAJAHMUNDRY,128,UNKNOWN,9550521218,"radiology,internal medicine,cardiothoracic surgery,accident,plastic surgery,cardiology,orthopaedics,paediatrics,general surgery,specialty,surgical oncology,gastroenterology,urology,plastic,neurology,nephrology,dental,endocrinology,thoracic surgery,psychiatry,pulmonology,family medicine,oncology,",17
,,Gsl Medical College And Gsl General Hospital,17.066518,81.88289499999998,4.0,RAJAHMUNDRY,129,UNKNOWN,9494186402,"pathology,specialty,urology,medical research,",90
,,Samudra Healthcare Enterprises Ltd Apollo Hospital Kakinada,16.960555,82.235855,4.8,KAKINADA,130,UNKNOWN,9701568856,"radiology,vascular surgery,neurosurgery,cardiothoracic surgery,plastic surgery,cardiology,orthopaedics,gynecology,general surgery,specialty,gastroenterology,pediatric surgery,hepatology,urology,plastic,neurology,nephrology,dental,pediatrics,allergy,endocrinology,thoracic surgery,pulmonology,oncology,neonatology,dermatology,ophthalmology,",34
,,KAMALAKAR HOSPITAL,17.006726999999998,81.78957,4.1,D.NO.75-7-20,131,UNKNOWN,9441819845,"urology,plastic,neurology,orthopaedics,nephrology,dental,specialty,medical research,palliative care,medical oncology,oncology,ophthalmology,",23
,,SANJIVI INSTITUTE OF ORTHOPAEDICS and SUPERSPECIALITIES PVT.LTD,16.963167000000002,82.233653,3.8,"11-11-1, RAMARAOPETA, TWOTOWN CENTER, behind nookalamma temple, 533004",132,UNKNOWN,9848532323,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",24
,,RAJAHMUNDRY ORTHOPEDIC HOSPITAL,17.0082966,81.78648829999999,4.7,"75-1-18, PRAKASH NAGARRAJAHMUNDRY,  East Godavari",133,UNKNOWN,9959332999,"urology,neurology,cardiology,paediatrics,dental,specialty,family medicine,gastroenterology,accident,",94
,,PULSE EMERGENCY HOSPITAL,16.9696318,82.23396729999997,4.9,1-15-3/1,134,UNKNOWN,9160335993,"psychiatry,anesthesiology,public health,emergency medicine,intensive care medicine,pharmacology,accident,",22
,,SRI RAVI HOSPITALS,17.007618,81.79516,3.6,D.NO 86-05-05 TILAK ROAD,135,UNKNOWN,9866720835,"specialty,orthopedic surgery,",10
,,VIJAY HOSPITAL,17.005170800000002,81.7778397,4.1,"d.no-46-15-13,DANVAIPETA",136,UNKNOWN,9553600833,,70
,,AKIRA EYE HOSPITAL,17.013208,81.771648,3.9,12-20-18,137,UNKNOWN,9866217817,"specialty,medical research,dental,ophthalmology,",72
,,SURAREDDY NURSING HOME,16.922283,82.013417,3.5,1-42-59/4,138,UNKNOWN,9866111009,"urology,plastic,cardiology,nephrology,dental,accident,",58
,,SARADHI HOSPITALS,17.007935999999994,81.789905,3.7,74-1318,139,UNKNOWN,9885564469,,46
,,SUNRISE HOSPITALS A UNIT OF SANKHYA AND SRINIDHI HOSPITALS PVT LTD,16.971071,82.23684899999998,4.5,2-27-15,140,UNKNOWN,9059064908,,76
,,GANDHI HOSPITAL,16.832991,82.033311,4.3,2012-02-11 00:00:00,141,UNKNOWN,9494759669,"cardiology,gastroenterology,accident,microbiology,",45
,,GANDHI HOSPITALS,17.005954,81.785699,3.4,76-6-4,142,UNKNOWN,9491605725,"pathology,radiation oncology,psychiatry,neurology,cardiology,orthopaedics,paediatrics,paediatric surgery,nephrology,dental,urology,oncology,medical oncology,ophthalmology,microbiology,pharmacology,forensic medicine,gastroenterology,",74
,,RS NEURO AND MULTISPECIALITY HOSPITAL,17.008256,81.785496,3.4,46-21-10,143,UNKNOWN,9100350797,"urology,medical research,orthopaedics,dental,specialty,ophthalmology,",35
,,NARAYANAREDDY HOSPITALS,16.875925,81.929013,3.5,34-16-51,144,UNKNOWN,9441496712,"specialty,orthopaedics,urology,ophthalmology,",99
,,KUSUMA HOSPITALS,16.967344,82.232027,2.7,7-7-5/4,145,UNKNOWN,9848160229,"specialty,orthopaedics,urology,ophthalmology,",42
,,DR AGARWALS HEALTH CARE LIMITED,17.010161,81.794637,2.6,54-9-8,146,UNKNOWN,9652632999,,76
,,ANNAPURNA HOSPITALS EMERGENCY CARE CENTRE,17.018985999999998,81.775791,4.4,2014-09-17 00:00:00,147,UNKNOWN,9246655186,"dental,",29
,,REVATHI HOSPITAL,17.000692,81.804055,3.8,87-1-17,148,UNKNOWN,9849424194,"radiology,medical research,vascular surgery,internal medicine,neurosurgery,cardiothoracic surgery,accident,plastic surgery,cardiology,orthopaedics,paediatrics,gynecology,specialty,surgical oncology,gastroenterology,pediatric surgery,urology,plastic,neurology,nephrology,emergency medicine,dental,allergy,thoracic surgery,rheumatology,psychiatry,pulmonology,public health,oncology,neonatology,dermatology,ophthalmology,neuroradiology,",65
,,BESTHOSPITAL,16.960960999999998,82.22840500000002,5.0,10-5-27/1,149,UNKNOWN,9848277202,,21
,,SRI SANTHI ENT HOSPITAL,17.007085,81.78597099999998,3.7,75-7-37/1,150,UNKNOWN,9247938888,,49
,,Sri Sai Hospitals,16.303698,80.44161,2.8,GUNTUR,151,UNKNOWN,8333814266,"urology,neurology,general surgery,specialty,neurosurgery,accident,",64
,,Peoples Trauma And Emergency Hospital,16.298717,80.453215,3.1,GUNTUR,152,UNKNOWN,8886176611,"urology,plastic,neurology,plastic surgery,cardiology,orthopaedics,dental,nephrology,public health,general surgery,specialty,adolescent,neurosurgery,accident,",70
,,Yerras Super Speciality Hospital,16.297161,80.44955,2.5,"12-23-3,KOTHAPET GUNTUR",153,UNKNOWN,9849180596,"urology,plastic,cardiology,paediatric surgery,gynecology,nephrology,public health,dental,specialty,adolescent,accident,",35
,,Amaravathi Institute Of Medical Sciences Pvt Ltd,16.298586,80.453604,3.1,"D.NO:13-4-74,OLD CLUB ROAD,M NARASAREDDY PLAZA,KOTHAPET,GUNTUR",154,UNKNOWN,9866994124,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",39
,,GUNTURKIDNEYANDMULTISPECIALITYHOSPITAL,16.304457,80.4616,2.8,15-11-1/10,155,UNKNOWN,9949677616,"accident,",91
,,Bmr Hospital,16.303537,80.44051,2.9,GUNTUR,156,UNKNOWN,8333814274,"radiology,sports medicine,vascular surgery,internal medicine,physical medicine and rehabilitation,laboratory medicine,neurosurgery,plastic surgery,cardiology,orthopaedics,general surgery,specialty,adolescent,gastroenterology,urology,plastic,neurology,interventional radiology,nephrology,dental,geriatrics,endocrinology,psychiatry,public health,palliative care,oncology,dermatology,ophthalmology,nuclear medicine,",97
,,TEJANURSING HOME,16.237434,80.047095,2.6,2003-02-05 00:00:00,157,UNKNOWN,9440184999,"radiology,specialty,orthopedic surgery,",78
,,VENKATESWARA NURSING,16.232387,80.052309,3.4,12-1-4/1,158,UNKNOWN,7093778888,"urology,neurology,cardiology,public health,dental,adolescent,",17
,,Hyma Hospital,16.307973999999998,80.418911,3.6,Guntur,159,UNKNOWN,9246482876,"radiology,sports medicine,vascular surgery,internal medicine,physical medicine and rehabilitation,laboratory medicine,neurosurgery,accident,plastic surgery,cardiology,orthopaedics,paediatrics,specialty,gastroenterology,urology,plastic,neurology,nephrology,dental,geriatrics,allergy,endocrinology,psychiatry,pulmonology,family medicine,palliative care,oncology,dermatology,ophthalmology,nuclear medicine,",22
,,Katuri Medical College  And Hospital A unit of Vignan Educational Foundation,16.225625,80.308042,3.2,"KATURI NAGAR, GUNTUR",160,UNKNOWN,8333814075,"pathology,psychiatry,cardiology,orthopaedics,nephrology,respiratory medicine,dental,general surgery,neurology,urology,thoracic surgery,ophthalmology,microbiology,neurosurgery,cardiothoracic surgery,gastroenterology,forensic medicine,pharmacology,",81
,,Nandana Hospital,16.296554,80.435801,4.7,GUNTUR,161,UNKNOWN,9346507407,"urology,adolescent,general surgery,",28
,,Sri Ramachandra Childrens And Dental Hospital,16.298461,80.454595,4.2,GUNTUR,162,UNKNOWN,8333814075,"radiology,sports medicine,vascular surgery,internal medicine,physical medicine and rehabilitation,laboratory medicine,neurosurgery,plastic surgery,cardiology,orthopaedics,paediatrics,general surgery,specialty,adolescent,gastroenterology,urology,plastic,neurology,interventional radiology,nephrology,dental,pediatrics,geriatrics,endocrinology,psychiatry,public health,palliative care,oncology,dermatology,ophthalmology,",81
,,Aswini Hospital,16.298761,80.45775935,3.5,GUNTUR,163,UNKNOWN,9849100144,"pathology,plastic,nephrology,general surgery,specialty,urology,microbiology,endocrinology,",49
,,M N Hospital,16.302506,80.434009,3.5,"5-37-77, 4/10,BrodipetGuntur",164,UNKNOWN,8333814292,,16
,,St. Joseph,16.297522,80.44116,4.4,"D.No. 27-1-12, Near Fly Over, Opp. A.C. College, GUNTUR",165,UNKNOWN,8333814036,,44
,,Sri Lakshmi Maternity And Surgical Nursing Home,16.29851,80.433647,5.0,"BESIDE SIVALAYAM, KOTHAPET, GUNTUR - 522001",166,UNKNOWN,9440787615,,57
,,Sankar Eye Hospital,16.350310999999998,80.493302,4.7,"VJA-GNT EXPRESS HIGHWAY,PEDAKAKANI (PO&MDL)Guntur District",167,UNKNOWN,9160201205,,65
,,HEALTH HOSPITALSL.G Medical specialities,16.243085999999998,80.64648299999998,4.8,"7-5-88/A, PRAKASAM ROAD, TENALI - 522201",168,UNKNOWN,8333814300,"specialty,oncology,dental,",84
,,VEDANTA HOSPITALS,16.307142000000002,80.46350799999998,4.7,15-11-154,169,UNKNOWN,9848413226,"urology,medical research,specialty,nephrology,gynecology,dental,pediatrics,internal medicine,infectious disease,neonatology,oncology,transplant surgery,infectious diseases,gastroenterology,accident,",29
,,PUVVADA HOSPITALS,16.237393,80.046488,4.0,2001-01-05 00:00:00,170,UNKNOWN,9848214277,"radiology,sports medicine,internal medicine,physical medicine and rehabilitation,laboratory medicine,neurosurgery,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,adolescent,gastroenterology,urology,plastic,neurology,interventional radiology,nephrology,geriatrics,endocrinology,psychiatry,infectious disease,palliative care,oncology,dermatology,ophthalmology,nuclear medicine,",88
,,VUNNAMHOSPITALS,16.47895,79.89279,2.5,16-567MAINROAD,171,UNKNOWN,7207536506,"specialty,oncology,medical research,dental,",32
,,V CARDIAC AND MULTI SPECIALITY HOSPITAL,16.236166,80.650314,3.8,22-15-12,172,UNKNOWN,9885662221,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",59
,,SUDARSANI EYE HOSPITAL,16.298287,80.449546,3.8,12-25-167,173,UNKNOWN,9394101616,"medical research,dental,specialty,oncology,ophthalmology,accident,",74
,,VARABABU SUPER SPECIALITY HOSPITALS,16.228016,80.04650699999998,3.2,2002-04-12 00:00:00,174,UNKNOWN,9951666811,,96
,,ASWINI NETRALAYAM,16.238282,80.05394799999998,4.2,16/2/166,175,UNKNOWN,8330922761,"specialty,oncology,dental,",65
,,SANJIVI ORTHOPAEDIC AND PHYSIOTHERAPY CENTRE,16.310401000000002,80.433399,4.8,2018-01-04 00:00:00,176,UNKNOWN,7095375599,"public health,dental,specialty,adolescent,accident,",66
,,TULASI MULTI SPECIALITY HOSPITAL,16.298510999999998,80.454251,3.8,2001-06-13 00:00:00,177,UNKNOWN,9985673898,,74
,,SRI RAMA HOSPITALS,16.31746,80.437515,4.4,22-103,178,UNKNOWN,9493726150,,88
,,Manipal Health Enterprises PVT LTD,16.484434,80.61721999999997,4.3,"Near Varadhi,Tadepalli,Guntur",179,UNKNOWN,9959888048,"pathology,sports medicine,vascular surgery,hematology,internal medicine,radiology,microbiology,accident,cardiology,orthopaedics,general surgery,specialty,gastroenterology,urology,podiatric surgery,plastic,neurology,anesthesiology,nephrology,dental,endocrinology,rheumatology,psychiatry,pulmonology,dietetics,infectious disease,oncology,neonatology,dermatology,ophthalmology,nuclear medicine,",73
,,Karumuri Hospital,16.298607999999998,80.453801,3.5,GUNTUR,180,UNKNOWN,9848016227,"radiology,thoracic surgery,pulmonology,cardiology,public health,dental,nephrology,hematology,rheumatology,specialty,adolescent,urology,cardiothoracic surgery,gastroenterology,",66
,,Lalitha Super Speciality Hospital P Ltd,16.295261,80.449619,4.9,GUNTUR,181,UNKNOWN,9441411055,"radiology,vascular surgery,internal medicine,neurosurgery,cardiothoracic surgery,cardiology,gynecology,general surgery,specialty,adolescent,gastroenterology,urology,neurology,anesthesiology,nephrology,emergency medicine,psychiatry,thoracic surgery,pulmonology,public health,",35
,,Nri Academyof Sciences,16.414917000000006,80.5575,3.0,GUNTUR,182,UNKNOWN,9177739739,"cardiology,specialty,",98
,,MOTHER THERESA MULTI SPECIALITY,16.236923,80.04735500000002,4.9,79,183,UNKNOWN,9246453222,"radiology,microbiology,plastic surgery,cardiology,orthopaedics,gynecology,general surgery,specialty,adolescent,infectious diseases,gastroenterology,urology,plastic,neurology,anesthesiology,orthopedic surgery,nephrology,emergency medicine,dental,pediatrics,thoracic surgery,rheumatology,psychiatry,pulmonology,public health,infectious disease,oncology,neonatology,dermatology,ophthalmology,",94
,,KAVURU INSTITUTE OF MEDICAL SCIENCES KIMS HOSPITAL,16.297756,80.454262,3.3,7-5-9/2 II TOWN POLICE STATION ROAD,184,UNKNOWN,9966837333,"pathology,sports medicine,vascular surgery,internal medicine,hematology,cardiovascular surgery,radiology,laboratory medicine,microbiology,neurosurgery,accident,radiation oncology,plastic surgery,cardiology,orthopaedics,paediatrics,gynecology,general surgery,specialty,adolescent,medical oncology,surgical oncology,transplant surgery,infectious diseases,gastroenterology,pediatric nephrology,urology,hepatology,podiatric surgery,plastic,neurology,immunology,orthopedic surgery,anesthesiology,nephrology,emergency medicine,dental,pediatrics,allergy,endocrinology,oral and maxillofacial surgery,rheumatology,psychiatry,pulmonology,paediatric surgery,clinical neurophysiology,dietetics,infectious disease,palliative care,oncology,neonatology,dermatology,ophthalmology,neuroradiology,nuclear medicine,",40
,,SAILAJA MULTISPECIALITY HOSPITAL,16.295672,80.454406,2.6,13-8-65 66,185,UNKNOWN,8333814074,"oncology,dental,",11
,,YASHASWI HOSPITALS,16.317823,80.47014399999998,3.9,"Near Ape Auto Showroom, Opp.Mehar Baba Temple, Mangalagiri Road, 522001",186,UNKNOWN,9885053830,"plastic,medical research,plastic surgery,dental,specialty,oncology,neurosurgery,",83
,,DR ANJI REDDY MULTI SPECIALITY HOSPITAL PVT LTD,16.478791,79.89364300000003,4.9,"16-687, MAIN ROAD, PIDUGURALLAGUNTUR",187,UNKNOWN,8179668666,,7
,,VISWAS HOSPITALS,16.29,80.45,3.5,"13-6-98 OLD CLUB ROAD, GUNTUR",188,UNKNOWN,9100071353,"radiology,vascular surgery,neurosurgery,plastic surgery,cardiology,orthopaedics,gynecology,general surgery,gastroenterology,urology,plastic,neurology,pathology,nephrology,dental,pediatrics,psychiatry,rheumatology,pulmonology,oncology,dermatology,",8
,,NARAYANA SUPER SPECIALITY HOSPITAL,16.298994,80.450731,4.2,"12-12-93,OLDCLUBROAD KOTHAPET",189,UNKNOWN,9542432277,,84
,,LIKHITHA SUPER SPECIALITY HOSPITAL,16.238167,80.05452,3.1,satenapali road,190,UNKNOWN,9885598146,"specialty,oncology,dental,",24
,,RK MULTISPECIALITY HOSPITAL,16.0948,80.16,4.0,0,191,UNKNOWN,9948432632,"plastic surgery,plastic,neurology,anesthesiology,gynecology,general surgery,specialty,rheumatology,pediatrics,physical medicine and rehabilitation,urology,oncology,dermatology,venereology,neurosurgery,otorhinolaryngology,pediatric surgery,",73
,,FARZANA HOSPITALS,16.23689,80.05636,2.8,"16-3-12/3,NIMMATHOTA,NARSARAOPET,Guntur",192,UNKNOWN,9848373567,,53
,,BHAVANAM VENKATRAM MEMORIAL GBR SUPER SPECIALITY HOSPITAL,16.237152,80.045284,2.7,2008-01-10 00:00:00,193,UNKNOWN,9885123132,"specialty,accident,",6
,,Balaji Cancer Care Centre,16.295115,80.450159,2.8,GUNTUR,194,UNKNOWN,9246481939,"urology,plastic,immunology,anesthesiology,plastic surgery,cardiology,nephrology,gynecology,public health,dental,hematology,rheumatology,radiology,adolescent,neurology,dermatology,oncology,",14
,,Ent Nursing Home,16.297306,80.449196,3.9,GUNTUR,195,UNKNOWN,8074847678,"plastic,dental,orthopaedics,plastic surgery,",65
,,SAI TIRUMALA SUPER SPECIALITY HOSPITAL,16.235309,80.047012,2.8,2009-12-09 00:00:00,196,UNKNOWN,8333814039,"radiology,neurology,cardiology,orthopaedics,paediatrics,general surgery,pediatrics,urology,",37
,,SRI LAKSHMI SUPER SPECIALITY HOSPITALS,16.30282,80.44811700000002,4.2,2012-01-12 00:00:00,197,UNKNOWN,8500828507,,6
,,veeraiahchowdaryorthotrauma and multi speciality hospital,16.230545000000006,80.052734,4.1,13-1-296,198,UNKNOWN,9440913255,"specialty,oncology,dental,accident,",73
,,VENNELA NETHRALAYAM,16.0534,79.7391,4.7,23-189,199,UNKNOWN,8333814073,"urology,plastic,cardiology,nephrology,dental,oncology,accident,",26
,,Sri Evuru Subbarao Memorial Nursing Home,16.054598000000002,80.68397399999998,4.2,2-23-1,200,UNKNOWN,8008811197,"adolescent,public health,",41
,,NIMSTWENTYFOURTHEHITECHMULTI SPECIALITYHOSPITAL,16.056841,79.74533100000002,4.3,23-194,201,UNKNOWN,9963008666,"specialty,medical research,oncology,dental,",40
,,AMULYA NURSING HOME,16.2371,80.0567,3.8,2007-02-16 00:00:00,202,UNKNOWN,8333814073,"sports medicine,orthopaedics,public health,infectious disease,infectious diseases,",26
,,PRAGATHI NURSING HOME,16.089000000000002,80.1703,4.0,15-426,203,UNKNOWN,9000607799,"urology,medical research,pathology,public health,dental,specialty,adolescent,oncology,",31
,,PALNADUHOSPITALS,16.4799,79.8919,3.4,7-234,204,UNKNOWN,8333814039,"accident,",98
,,SRI BALAJI HOSPITALS,16.2986,80.4508,4.5,51-22-526,205,UNKNOWN,8333814041,"radiology,sports medicine,maxillo-facial surgery,neurosurgery,accident,plastic surgery,cardiology,orthopaedics,paediatrics,gynecology,general surgery,gastroenterology,urology,plastic,neurology,nephrology,psychiatry,pulmonology,oncology,dermatology,ophthalmology,",98
,,AHALYA HOSPITAL,16.2656,80.4837,4.5,2017-10-12 00:00:00,206,UNKNOWN,9848590244,"pathology,vascular surgery,internal medicine,physical medicine and rehabilitation,radiology,neurosurgery,cardiothoracic surgery,accident,plastic surgery,cardiology,paediatrics,gynecology,specialty,gastroenterology,urology,plastic,neurology,anesthesiology,nephrology,emergency medicine,dental,pediatrics,venereology,occupational medicine,endocrinology,thoracic surgery,psychiatry,pulmonology,public health,respiratory medicine,dietetics,family medicine,palliative care,oncology,neonatology,dermatology,ophthalmology,",50
,,SRAVANI HOSPITAL,16.2938,80.4503,2.6,2016-01-13 00:00:00,207,UNKNOWN,7013966673,"pathology,psychiatry,public health,dental,infectious disease,adolescent,oncology,general practice,infectious diseases,",83
,,SANJANA SPECIALITY HOSPITAL,16.3942,80.1516,4.1,9-1-61/C,208,UNKNOWN,9440135148,,36
,,SRIDATTASUPERSPECIALITYHOSPITAL,16.2308,80.0458,2.8,12-5-11/2TO6,209,UNKNOWN,9885097036,"specialty,medical research,oncology,dental,",52
,,UDAY HOSPITALS,16.29699,80.44906,3.4,12-25-65,210,UNKNOWN,9248004405,,47
,,NEPHROPLUS (GGH GUNTUR),16.2992,80.444,3.9,"WARD NO 116, RAILWAY STATION ROAD, SAMBASIVA PET, GUNTUR 522001",211,UNKNOWN,9440101940,"specialty,oncology,medical research,dental,",77
,,Lakshmi Srinivasa Hospital,16.2986,80.4573,4.8,"15-1-29, New: 59-90Beside Manipuram Bridge Near RTC Busstand",212,UNKNOWN,9494151618,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",66
,,RR SPECIALITY HOSPITAL,16.2964,80.4528,3.3,Guntur,213,UNKNOWN,8333814074,"cardiology,specialty,general surgery,dental,",54
,,PRAJA VYDYA SALA,16.32,80.4143,3.3,1-2-4/A,214,UNKNOWN,9885261291,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",54
,,AHALYA NURSING HOME,16.3002,80.4492,3.5,12-10-16/3,215,UNKNOWN,9398155908,,84
,,AMERICAN ONCOLOGY INSTITUTE A Unit of CTSI,16.314208999999998,80.435028,4.4,"D NO 6-224/2, AT NRI GENERAL HOSPITAL COMPOUND",216,UNKNOWN,8333814042,"radiation oncology,specialty,palliative care,oncology,medical oncology,surgical oncology,neurosurgery,nuclear medicine,",62
,,C V R HOSPITAL MULTI SPECIALITY,16.314208999999998,80.435028,4.5,10-1-8SAMBASIVAPETA 1ST LANE,217,UNKNOWN,8333814038,"specialty,oncology,dental,",16
,,SRI KRISHNA HOSPITAL,16.2366359,80.0148375,4.0,9-12-1STATION ROAD,218,UNKNOWN,9550936726,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",82
,,DVC Hospital and Research Centre,16.2379,80.5583,3.7,12-290,219,UNKNOWN,9849799766,"specialty,oncology,dental,",44
,,AMRUTHA HOSPITALS,16.2986,80.4527,2.7,1995-12-12 00:00:00,220,UNKNOWN,9611064634,"pathology,sports medicine,vascular surgery,internal medicine,physical medicine and rehabilitation,radiology,neurosurgery,radiation oncology,cardiology,orthopaedics,paediatrics,gynecology,general surgery,specialty,medical oncology,surgical oncology,gastroenterology,craniofacial surgery,urology,hepatology,podiatric surgery,plastic,immunology,neurology,gynecologic oncology,podiatry,nephrology,emergency medicine,dental,pediatrics,geriatrics,venereology,endocrinology,thoracic surgery,rheumatology,psychiatry,pulmonology,paediatric surgery,public health,respiratory medicine,dietetics,family medicine,oncology,neonatology,dermatology,ophthalmology,nuclear medicine,",5
,,AMAR ORTHOPAEDIC HOSPITAL,16.307248,80.436548,3.7,2012-02-13 00:00:00,221,UNKNOWN,8919484656,,45
,,Lakshmi Aarush Health Care Pvt Ltd  Cathlab-Interventional Cordiology Service Provided to Government of AP -Government General Hospital-Guntur,16.2992,80.444,4.0,"House No  Podili Prasad Super Speciality Blok,  2nd floor, Government General Hospital, Opp Railway Station, Guntur",222,UNKNOWN,8333814036,,9
,,AMMA CHILDRENS HOSPITAL,16.299,80.4528,2.6,2011-04-13 00:00:00,223,UNKNOWN,9912720099,"hematology,plastic surgery,orthopaedics,paediatrics,adolescent,infectious diseases,gastroenterology,urology,plastic,neurology,dental,pediatrics,endocrinology,psychiatry,public health,infectious disease,palliative care,oncology,dermatology,ophthalmology,",10
,,SRI GEETHA SUPER SPECIALTY EYE HOSPITAL,16.30987,80.43275,4.6,5-91-2,224,UNKNOWN,8297233336,"specialty,adolescent,public health,",63
,,SUSMITHA ORTHO AND TRAUMA CARE,16.2357,80.0556,4.9,16-2-137,225,UNKNOWN,8333814039,"adolescent,public health,accident,",73
,,SREE PRATHIMA SUPERSPECIALITY HOSPITAL,16.2989,80.4566,4.9,12-11-648,226,UNKNOWN,9573406688,,55
